date,retail_and_recreation_percent_change_from_baseline_Mexico,grocery_and_pharmacy_percent_change_from_baseline_Mexico,parks_percent_change_from_baseline_Mexico,transit_stations_percent_change_from_baseline_Mexico,workplaces_percent_change_from_baseline_Mexico,residential_percent_change_from_baseline_Mexico
2020-03-30,-35.18181818181818,-16.757575757575758,-35.72727272727273,-45.06060606060606,-37.15151515151515,15.030303030303031
2020-03-31,-35.09090909090909,-15.424242424242424,-36.78787878787879,-43.84848484848485,-40.75757575757576,15.696969696969697
2020-04-01,-36.93939393939394,-14.151515151515152,-37.72727272727273,-45.18181818181818,-43.15151515151515,16.939393939393938
2020-04-02,-45.75757575757576,-13.636363636363637,-40.21212121212121,-47.63636363636363,-45.0,18.606060606060606
2020-04-03,-54.57575757575758,-12.242424242424242,-41.57575757575758,-50.03030303030303,-42.15151515151515,19.96969696969697
2020-04-04,-56.06060606060606,-12.393939393939394,-44.93939393939394,-48.303030303030305,-26.666666666666668,15.333333333333334
2020-04-05,-62.0,-21.242424242424242,-51.39393939393939,-54.39393939393939,-27.21212121212121,13.606060606060606
2020-04-06,-52.878787878787875,-16.818181818181817,-41.09090909090909,-51.21212121212121,-47.666666666666664,18.848484848484848
2020-04-07,-52.24242424242424,-18.333333333333332,-41.90909090909091,-50.15151515151515,-50.54545454545455,19.272727272727273
2020-04-08,-51.21212121212121,-15.181818181818182,-42.0,-48.93939393939394,-51.60606060606061,19.242424242424242
2020-04-09,-58.09090909090909,-17.575757575757574,-45.57575757575758,-55.57575757575758,-62.18181818181818,22.757575757575758
2020-04-10,-70.93939393939394,-31.454545454545453,-56.39393939393939,-68.63636363636364,-70.0909090909091,28.545454545454547
